id,label,label_id,timestamp,year,month,day,year_month,source_dataset,text
366205297557110784,false,1,2013-08-10 14:32:01.359999895,2013,8,10,2013-08,twitter15,details radioactive water from under #fukushima has risen 60cm above protective barrier freely leaking to ocean url
369506008172740608,false,1,2013-08-19 17:07:52.095000029,2013,8,19,2013-08,twitter15,fukushima nuclear plant leaking 300 tons of radioactive water into the pacific every day url
370855596050108416,false,1,2013-08-23 10:30:38.918999910,2013,8,23,2013-08,twitter15,fukushima s new looming crisis radioactive groundwater seeping toward pacific ocean reports url jm
372489152903643136,false,1,2013-08-27 22:41:49.223000050,2013,8,27,2013-08,twitter15,fukushima now in state of emergency leaking 300 tons of radioactive water into the ocean daily learn more url
372901260183494656,false,1,2013-08-29 01:59:23.255000114,2013,8,29,2013-08,twitter15,fukushima toxic water leak a level 3 serious incident url fuck you tepco fucking ocean is boiling #yan
372914976102834176,false,1,2013-08-29 02:53:53.384999990,2013,8,29,2013-08,twitter15,fukushima reactors leaking into groundwater can t be stopped from getting in ocean buildings now on mushy land url
376874273601630208,false,1,2013-09-09 01:06:43.469000101,2013,9,9,2013-09,twitter15,once again jk rowling is not working on an eighth harry potter book i expect this rumour originated from either the quibbler or trelawney
376982539132366848,false,1,2013-09-09 08:16:55.983000040,2013,9,9,2013-09,twitter15,j k rowling is working on an 8th harry potter book
377519445578895360,false,1,2013-09-10 19:50:24.454999924,2013,9,10,2013-09,twitter15,ahh has an encyclopedia in the works for #harrypotter #pottermore is now open d url
380055172896272384,false,1,2013-09-17 19:46:28.959000111,2013,9,17,2013-09,twitter15,a city in louisiana has made twerking illegal imposing a punishment of 30 days in jail for a first offense
380140114552188928,false,1,2013-09-18 01:24:00.628000021,2013,9,18,2013-09,twitter15,can twerking in louisiana really get you a mandatory 30 days in jail url
386682163862986752,false,1,2013-10-06 02:39:46.729000092,2013,10,6,2013-10,twitter15,fox obama offers to pay out of his own pocket for the museum of muslim culture their source a satire website url
386998038004113409,false,1,2013-10-06 23:34:56.993000031,2013,10,6,2013-10,twitter15,this is a new low obama spent money to close natl parks but shut down the amber alert website look for yourself url
387006553124896768,false,1,2013-10-07 00:08:47.155999899,2013,10,7,2013-10,twitter15,barack obama has doj shut down the amber alert system so we can add dead kids to the lengths he s is willing to go in his shutdown game
387006700609228801,false,1,2013-10-07 00:09:22.319000006,2013,10,7,2013-10,twitter15,really amber alert website goes dark under government shutdown url
387007120689737729,false,1,2013-10-07 00:11:02.473999977,2013,10,7,2013-10,twitter15,by all means let s turn over healthcare decision making to people willing to shut down the amber alert website out of spite
387010299536355328,false,1,2013-10-07 00:23:40.369999886,2013,10,7,2013-10,twitter15,as a former federal agent i find this story hard to believe even for this white house url #spitehouse
387021726007042051,false,1,2013-10-07 01:09:04.653000116,2013,10,7,2013-10,twitter15,cruz stood 21 hours for freedom obama won t stand for missing children #amberalert #shutdown
387030572779847680,false,1,2013-10-07 01:44:13.888000011,2013,10,7,2013-10,twitter15,non essential services shutdown can someone explain to me how url is essential while url is not
387031585834278912,false,1,2013-10-07 01:48:15.418999910,2013,10,7,2013-10,twitter15,obama has shut down amber alert website to find missing children but still has fuel economy website up url
387041762331471872,false,1,2013-10-07 02:28:41.684999943,2013,10,7,2013-10,twitter15,obama keeps michelle s url site running despite the shutdown but url is shutdown because #spitehouse
387050178932654080,false,1,2013-10-07 03:02:08.358999968,2013,10,7,2013-10,twitter15,obama has taken down amber alert website during shutdown but michelle s let s move site is still up at least missing kids won t be thirsty
387220814531395584,false,1,2013-10-07 14:20:11.055999994,2013,10,7,2013-10,twitter15,amber alert website which shows critical missing children bulletins is offline due to government shutdown url
387233034350514176,false,1,2013-10-07 15:08:44.487999916,2013,10,7,2013-10,twitter15,if amber alert really had to shutdown b c of lack of funds as obama said why did it go back up today after bad pr #governmentshutdown
387236601450864641,false,1,2013-10-07 15:22:54.950999975,2013,10,7,2013-10,twitter15,white house #shutdown url but are posting alerts on him getting a sandwich url
387237225286479872,false,1,2013-10-07 15:25:23.684999943,2013,10,7,2013-10,twitter15,obama administration shuts down amber alert site blames confusion don t worry they re still in charge of your health care
387281927427727360,false,1,2013-10-07 18:23:01.506000042,2013,10,7,2013-10,twitter15,never thought i d see the day when obama would play politics with kids url #pjnet url
387309869080281088,false,1,2013-10-07 20:14:03.315000057,2013,10,7,2013-10,twitter15,it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you url
387353560356118528,false,1,2013-10-07 23:07:40.127000093,2013,10,7,2013-10,twitter15,a claim that #obama used the #shutdown to scuttle the amber alert system reveals an ignorance about amber alerts url
407156621450571777,true,0,2013-12-01 14:37:57.815000057,2013,12,1,2013-12,twitter15,r i p to the driver who died with paul walker that no one cares about because he wasn t famous omg
407158558158254081,true,0,2013-12-01 14:45:39.562000036,2013,12,1,2013-12,twitter15,paul walker s friends and castmates poured out their hearts overnight url #rippaulwalker
407159686786732032,true,0,2013-12-01 14:50:08.648000002,2013,12,1,2013-12,twitter15,paul walker s fast and the furious costars and more react to the actor s tragic death url
407161635439013888,true,0,2013-12-01 14:57:53.243000031,2013,12,1,2013-12,twitter15,paul walker dies millions cried millions died of human hunger no one simply gives a fk
407162181059612672,true,0,2013-12-01 15:00:03.328999996,2013,12,1,2013-12,twitter15,paul walker died at the age of 40 saturday our hearts go out to his family and friends url
407163499723624449,true,0,2013-12-01 15:05:17.723000050,2013,12,1,2013-12,twitter15,paul walker died shortly after attending a charity event for his organization reach out worldwide url
407163869673443328,true,0,2013-12-01 15:06:45.926000118,2013,12,1,2013-12,twitter15,woke up to news of paul walker s death and a train derailment in the bronx that left at least 4 dead have to remember how lucky we can be
407164247768977409,true,0,2013-12-01 15:08:16.071000099,2013,12,1,2013-12,twitter15,r i p to the driver who died with paul walker that no one cares about because he wasn t famous
407164597511393280,true,0,2013-12-01 15:09:39.456000090,2013,12,1,2013-12,twitter15,r i p to the driver that died with paul walker that no one cares about because he wasn t famous
407167258452971520,true,0,2013-12-01 15:20:13.874000072,2013,12,1,2013-12,twitter15,paul walker mourned by vin diesel and more fast furious co stars url #rippaulwalker url
407167928313081856,true,0,2013-12-01 15:22:53.581000090,2013,12,1,2013-12,twitter15,fast furious stars heartbreakingly mourn paul walker s death url url
407169212428206080,true,0,2013-12-01 15:27:59.737999916,2013,12,1,2013-12,twitter15,#rip to the driver who died with #paulwalker that no one cares about because he wasn t famous
407169699559247872,true,0,2013-12-01 15:29:55.878999949,2013,12,1,2013-12,twitter15,celebrities friends and co stars react to paul walker s tragic death #rippaulwalker url url
407170170533064705,true,0,2013-12-01 15:31:48.167999983,2013,12,1,2013-12,twitter15,last picture of paul walker taken before his death in a car crash #rippaulwalker fast furious won t be same w o u url
407170443443859456,true,0,2013-12-01 15:32:53.234999895,2013,12,1,2013-12,twitter15,r i p roger rodas the ceo racer who died with paul walker yesterday he was originally from santa ana el salvador
407173794583695360,true,0,2013-12-01 15:46:12.209000111,2013,12,1,2013-12,twitter15,paul walker s genuinely admirable history of organizing participating in international disaster relief missions url
407174474207731712,true,0,2013-12-01 15:48:54.243999958,2013,12,1,2013-12,twitter15,still cah believe paul walker died r i p paul walker r i p brian o connor r i p fast furious url
407176055657484289,true,0,2013-12-01 15:55:11.290999889,2013,12,1,2013-12,twitter15,the last photo of paul walker taken just before the crash that killed him rip url
407176873605865472,true,0,2013-12-01 15:58:26.305000067,2013,12,1,2013-12,twitter15,new info on the crash that killed paul walker url #rippaulwalker
407179055763836928,true,0,2013-12-01 16:07:06.572000027,2013,12,1,2013-12,twitter15,did speed play a part in paul walker s death url
407181813174788096,true,0,2013-12-01 16:18:03.990000010,2013,12,1,2013-12,twitter15,paul walker s co stars take to twitter to share their condolences following his death url #rippaulwalker #teampw
407182194206322689,true,0,2013-12-01 16:19:34.835000038,2013,12,1,2013-12,twitter15,the motoring world responds to paul walker s death url url
407182466613792768,true,0,2013-12-01 16:20:39.782000065,2013,12,1,2013-12,twitter15,fan of fast furious actor paul walker shocked by his death as memorial grows url url
407184707118309376,true,0,2013-12-01 16:29:33.960000038,2013,12,1,2013-12,twitter15,remembering paul walker fast and furious star was so happy hours before his tragic death url
407184730988097536,true,0,2013-12-01 16:29:39.651000023,2013,12,1,2013-12,twitter15,my heart goes out to loved ones and fans of paul walker who died in a car wreck saturday word is he was a really good dude #rippaulwalker
407185422523977728,true,0,2013-12-01 16:32:24.526000023,2013,12,1,2013-12,twitter15,so paul walker is still alive dead or alive sia #paulwalker url
407187197427593217,true,0,2013-12-01 16:39:27.696000099,2013,12,1,2013-12,twitter15,paul walker s character in fast and the furious was named brian brian from family guy also died this week both deaths involved cars umm
407188779255222273,true,0,2013-12-01 16:45:44.832999945,2013,12,1,2013-12,twitter15,paul walker remembered celebs react to fast and furious star s death url
407189015582887936,true,0,2013-12-01 16:46:41.177999973,2013,12,1,2013-12,twitter15,rip roger rodas the man who died with paul walker in the fatal car crash #dontforgethim url
407191058108256257,true,0,2013-12-01 16:54:48.154000044,2013,12,1,2013-12,twitter15,r i p paul walker he died doing what he loved url
407191144880439298,true,0,2013-12-01 16:55:08.842000008,2013,12,1,2013-12,twitter15,im still on that paul walker situation i can t believe he died especially in a car
407192027714322432,true,0,2013-12-01 16:58:39.325999975,2013,12,1,2013-12,twitter15,hard to believe paul walker died yesterday no more fast furious way too young #rip url
407192126032986112,true,0,2013-12-01 16:59:02.766999960,2013,12,1,2013-12,twitter15,ap video police say speed was a factor in an l a crash that killed 2 including fast furious actor paul walker url
407192370040803329,true,0,2013-12-01 17:00:00.943000078,2013,12,1,2013-12,twitter15,remembering paul walker url url
407197113286545409,true,0,2013-12-01 17:18:51.821000099,2013,12,1,2013-12,twitter15,paul walker s character name on fast and furious was brian brian from family guy died in a car accident coincidence i think not
407197672702214144,true,0,2013-12-01 17:21:05.196000099,2013,12,1,2013-12,twitter15,prayers to our friend tyrese his emotional message about paul walker got us choked up url
407198255793987584,true,0,2013-12-01 17:23:24.216000080,2013,12,1,2013-12,twitter15,2013 was doing alright till i found out paul walker died
407198615137181696,true,0,2013-12-01 17:24:49.890000105,2013,12,1,2013-12,twitter15,r i p roger rodas the man who died with paul walker that everybody forgot about #rippaulwalker #riprogerrodas url
407205009676587009,true,0,2013-12-01 17:50:14.467000008,2013,12,1,2013-12,twitter15,the sudden tragic death of #paulwalker reminds us that we shouldn t take even a moment for granted bc it can be over in a blink #sosad
407206094747209728,true,0,2013-12-01 17:54:33.167999983,2013,12,1,2013-12,twitter15,r i p to roger rodas who died alongside paul walker url
407209131351629824,true,0,2013-12-01 18:06:37.151000023,2013,12,1,2013-12,twitter15,we send our deepest condolences to the family and friends of paul walker and roger rodas url url
407209222850756608,true,0,2013-12-01 18:06:58.966000080,2013,12,1,2013-12,twitter15,r i p rodger rodas the guy no one seems to care about because he s not famous died with paul walker url
407211258304552960,true,0,2013-12-01 18:15:04.256000041,2013,12,1,2013-12,twitter15,paul walker was doing good and giving back on the day of his tragic death url
407212665350942720,true,0,2013-12-01 18:20:39.721999884,2013,12,1,2013-12,twitter15,fast and furious cast mourns paul walker s death url
407213757048160256,true,0,2013-12-01 18:25:00.003000021,2013,12,1,2013-12,twitter15,r i p paul walker he died doing what he loved and that s going fast url
407213772328022016,true,0,2013-12-01 18:25:03.645999908,2013,12,1,2013-12,twitter15,fast and furious star paul walker dead in car crash what next samuel l jackson killed by snakes on a plane
407217471473451008,true,0,2013-12-01 18:39:45.591000080,2013,12,1,2013-12,twitter15,paul walker s death keeps getting more ironic the driver roger rodas was a former racecar driver #rip url
407217865973329920,true,0,2013-12-01 18:41:19.647000074,2013,12,1,2013-12,twitter15,rip roger rodas the man who died with paul walker #rippaulwalker #riprogerrodas url
407218583135997953,true,0,2013-12-01 18:44:10.631999969,2013,12,1,2013-12,twitter15,r i p to roger rodas the guy that died with paul walker he s human too url
407223928084766721,true,0,2013-12-01 19:05:24.967000008,2013,12,1,2013-12,twitter15,paul walker s death fast furious 7 delayed but won t be scrapped url
407229989902225408,true,0,2013-12-01 19:29:30.217000008,2013,12,1,2013-12,twitter15,his movies brought thrills and laughter to millions can t believe he died in car crash rip paul walker url
407231591191035904,true,0,2013-12-01 19:35:51.993999958,2013,12,1,2013-12,twitter15,paul walker died too fast i m furious
407232661107642368,true,0,2013-12-01 19:40:07.082000017,2013,12,1,2013-12,twitter15,the five movie roles that made us fall in love with paul walker url #rippaulwalker url
407233172380733441,true,0,2013-12-01 19:42:08.979000092,2013,12,1,2013-12,twitter15,paul walker s last pic before his death in car accident #rip #paulwalker url
407234399093022720,true,0,2013-12-01 19:47:01.450000048,2013,12,1,2013-12,twitter15,also rip roger rodas the man who died along with paul walker that seems to never be mentioned url
407237676350185475,true,0,2013-12-01 20:00:02.809000015,2013,12,1,2013-12,twitter15,died in a fiery car crash filmmakers will commemorate his legacy by dedicating the next six sequels to him
407244865018155008,true,0,2013-12-01 20:28:36.720999956,2013,12,1,2013-12,twitter15,i can t belive people are comparing paul walker s death to brian from family guy shows how stupid and ignorant people are
407248574099894272,true,0,2013-12-01 20:43:21.035000086,2013,12,1,2013-12,twitter15,fast and furious 7 delayed but won t be scrapped following paul walker s death report url
407253198395555840,true,0,2013-12-01 21:01:43.552999973,2013,12,1,2013-12,twitter15,fast furious 7 might still come out even after paul walker s death url
407253554039386112,true,0,2013-12-01 21:03:08.345000029,2013,12,1,2013-12,twitter15,tyrese at the crash site where paul walker died i proper feel for him url
407258075502899200,true,0,2013-12-01 21:21:06.345999956,2013,12,1,2013-12,twitter15,this is the driver that died in the accident with paul walker don t forget about him just because he s not famous url
407262869152358400,true,0,2013-12-01 21:40:09.240999937,2013,12,1,2013-12,twitter15,paul walker was so happy hours before his tragic death url
407262953533353984,true,0,2013-12-01 21:40:29.358999968,2013,12,1,2013-12,twitter15,late actor paul walker s admirable history of organizing participating in international disaster relief missions url
407264593027670016,true,0,2013-12-01 21:47:00.244999886,2013,12,1,2013-12,twitter15,rip to the driver roger that died with paul walker that no one talks about because he wasn t famous url
407267881131732992,true,0,2013-12-01 22:00:04.190000057,2013,12,1,2013-12,twitter15,watch paul walker s last trailer for the film hours the movie is set to release in two weeks url
407269894938718208,true,0,2013-12-01 22:08:04.319000006,2013,12,1,2013-12,twitter15,tmz posted this two days before paul walker died #illuminati url
407275991610818560,true,0,2013-12-01 22:32:17.878999949,2013,12,1,2013-12,twitter15,paul walker s death brought out the worst in some twitter users i compiled the stupidity for url
407279190913069056,true,0,2013-12-01 22:45:00.651999950,2013,12,1,2013-12,twitter15,fast furious franchise responds to paul walker s death url url
407290084593913856,true,0,2013-12-01 23:28:17.907999992,2013,12,1,2013-12,twitter15,rip to the driver who was also killed along with paul walker who no one seems to care about url
407290871856369664,true,0,2013-12-01 23:31:25.605999947,2013,12,1,2013-12,twitter15,r i p paul walker why are people making jokes about his death not funny at all
407292452060815360,true,0,2013-12-01 23:37:42.355999947,2013,12,1,2013-12,twitter15,in the wake of paul walker s tragic death what s the future of the movies url #rippaulwalker
427652211414274048,true,0,2014-01-27 04:00:07.252000092,2014,1,27,2014-01,twitter15,ex marlboro man dies from smoking related disease url
427662266993889280,true,0,2014-01-27 04:40:04.688999891,2014,1,27,2014-01,twitter15,actor who portrayed marlboro man in cigarette ads in late 1970s dies from smoking related disease url
427666815842414592,true,0,2014-01-27 04:58:09.219000101,2014,1,27,2014-01,twitter15,ex marlboro man dies from smoking related disease url via
427689948398231552,true,0,2014-01-27 06:30:04.450000048,2014,1,27,2014-01,twitter15,actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease url
427690961280696320,true,0,2014-01-27 06:34:05.940000057,2014,1,27,2014-01,twitter15,man who portrayed the marlboro man in the 1970s dies from smoking related disease url
427725166127226881,true,0,2014-01-27 08:50:01.010999918,2014,1,27,2014-01,twitter15,eric lawson former marlboro man in cigarette ads dies of smoking related disease url url
427762638274437120,true,0,2014-01-27 11:18:55.066999911,2014,1,27,2014-01,twitter15,actor who played marlboro man in ads dies from smoking related disease url
427780584979836929,true,0,2014-01-27 12:30:13.894999981,2014,1,27,2014-01,twitter15,marlboro ad man eric lawson dies of chronic lung disease url
427846006600777729,true,0,2014-01-27 16:50:11.625000000,2014,1,27,2014-01,twitter15,marlboro man dies of smoking related disease url url
428366153149194240,false,1,2014-01-29 03:17:04.226000071,2014,1,29,2014-01,twitter15,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you
435998882250899456,false,1,2014-02-19 04:46:48.653000116,2014,2,19,2014-02,twitter15,what if talking angela is actually boris laursen he be like i just stole all your personal information what are you going to do about it
436001434212249600,false,1,2014-02-19 04:56:57.088000059,2014,2,19,2014-02,twitter15,talking angela is an app that has been hacked and asks for you personal information spread the word url
436074888638763008,false,1,2014-02-19 09:48:49.987999916,2014,2,19,2014-02,twitter15,talking angela gets ur personal info he s a kidnapper he watches u through ur camera url
436089462326849536,false,1,2014-02-19 10:46:44.625999928,2014,2,19,2014-02,twitter15,omfg read this its my personal experience with talking angela url
436146437530075136,true,0,2014-02-19 14:33:08.572999954,2014,2,19,2014-02,twitter15,not good for fancy #swiss #brand philly steak cheese linked to massive #beef #recall url #food
436157398269849602,true,0,2014-02-19 15:16:41.816999912,2014,2,19,2014-02,twitter15,hot pockets recall involves meat from place fda says processed diseased and unsound animals url url
436160836524965891,true,0,2014-02-19 15:30:21.561000109,2014,2,19,2014-02,twitter15,nestlé usa has issued a recall of hot pockets see the varieties affected url
436195672677953536,false,1,2014-02-19 17:48:47.147000074,2014,2,19,2014-02,twitter15,reads things about talking angela talking angela gets ur personal info talking angela can access all ur photos url
436215971272212480,false,1,2014-02-19 19:09:26.709000111,2014,2,19,2014-02,twitter15,talking angela is a hacker he s a kidnapper he watches u through ur camera he asks about ur personal life url
445495350171013120,true,0,2014-03-17 09:42:23.040999889,2014,3,17,2014-03,twitter15,#prayforchristopher please rt fav this it means u care and maybe chris brown will see this and will see that we care and smiles again
450341615979069440,false,1,2014-03-30 18:39:42.848999977,2014,3,30,2014-03,twitter15,what successful clone of dinosaurs url holy shit is that real
455525437351800832,false,1,2014-04-14 01:58:22.174999952,2014,4,14,2014-04,twitter15,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie lol
470025166760980483,false,1,2014-05-24 02:15:07.058000088,2014,5,24,2014-05,twitter15,where is michelle obama s hashtag for meriam ibrahim she s pregnant and sentenced to die url url
482880640560271361,false,1,2014-06-28 13:38:10.855000019,2014,6,28,2014-06,twitter15,religious subjugation u s troops in bahrain getting ramadan training url #tcot
489794369487380480,false,1,2014-07-17 15:30:52.282000065,2014,7,17,2014-07,twitter15,breaking malaysian airlines passenger shot down near russian border in ukraine url url
489794593580650497,false,1,2014-07-17 15:31:45.710000038,2014,7,17,2014-07,twitter15,breaking malaysia airlines passenger shot down near russian border in ukraine url url
489796088338341888,false,1,2014-07-17 15:37:42.088000059,2014,7,17,2014-07,twitter15,breaking malaysia airlines plane shot down was carrying 295 people url url
489796998615547904,false,1,2014-07-17 15:41:19.115000010,2014,7,17,2014-07,twitter15,breaking malaysia airlines plane shot down travelling from amsterdam to kuala lumpur url url
489798219283857408,false,1,2014-07-17 15:46:10.144999981,2014,7,17,2014-07,twitter15,ukrainian minister says rebels shot down #mh17 malaysia airlines plane url url
489798752358916096,false,1,2014-07-17 15:48:17.240000010,2014,7,17,2014-07,twitter15,malaysia airlines plane mh17 shot down in ukraine near russian border url url
489800427152879616,false,1,2014-07-17 15:54:56.542000055,2014,7,17,2014-07,twitter15,malaysia airlines says it lost contact with plane that was flying in ukrainian airspace url url
489802446001434625,false,1,2014-07-17 16:02:57.872999907,2014,7,17,2014-07,twitter15,latest so far on shot down malaysia airlines plane #mh17 url url
489812926828924928,false,1,2014-07-17 16:44:36.697000027,2014,7,17,2014-07,twitter15,#mh17 was shot down by terrorists an advisor to ukraine s minister of internal affairs says url url
489816746405007360,false,1,2014-07-17 16:59:47.355000019,2014,7,17,2014-07,twitter15,first photo from the malaysia airlines crash site in ukraine via url #mh17 url
489818014364086273,false,1,2014-07-17 17:04:49.660000086,2014,7,17,2014-07,twitter15,#mh17 is believed shot down with old soviet built buk surface to air missile system url url
489820657291911168,false,1,2014-07-17 17:15:19.782999992,2014,7,17,2014-07,twitter15,reported photographs from malaysia airlines #mh17 crash url url
489829414704648192,false,1,2014-07-17 17:50:07.713000059,2014,7,17,2014-07,twitter15,เผยกบฏย เครนอาจเข าใจผ ดค ดว า #mh17 เป นเคร องบ นทหารย เครนร กล ำ 14 ก ค ก เพ งย งตกไปลำ url url
489833932813516800,false,1,2014-07-17 18:08:04.914000034,2014,7,17,2014-07,twitter15,this is the surface to air missile ukraine says shot down malaysia airlines plane url url
489836271049928704,false,1,2014-07-17 18:17:22.392999887,2014,7,17,2014-07,twitter15,could a buk surface to air missile system have brought down malaysia airlines flight 17 url #mh17 url
489836441120145408,false,1,2014-07-17 18:18:02.940999985,2014,7,17,2014-07,twitter15,first pics from the site in ukraine where #mh17 crashed url url
489841070818488320,false,1,2014-07-17 18:36:26.746999979,2014,7,17,2014-07,twitter15,nine britons and 80 children feared dead after flight #mh17 shot down url url
489854703321509888,false,1,2014-07-17 19:30:36.989000082,2014,7,17,2014-07,twitter15,nine britons 23 us citizens and 80 children feared dead after #mh17 jet shot down url url
489865454312099840,false,1,2014-07-17 20:13:20.224999905,2014,7,17,2014-07,twitter15,authorities collecting passports at #mh17 crash site australian coat of arms clearly visible url url
489867900296368129,false,1,2014-07-17 20:23:03.392999887,2014,7,17,2014-07,twitter15,pro russian rebel leader in leaked audio cossacks shot down the plane url #mh17 url
489872119158046720,false,1,2014-07-17 20:39:49.247999907,2014,7,17,2014-07,twitter15,latest malaysia airlines #mh17 shot down by a surface to air missile u s officials say url url
489872500462190593,false,1,2014-07-17 20:41:20.157999992,2014,7,17,2014-07,twitter15,new leaked phone call between rebel leader russian intel agent cossacks shot down #mh17 url url
489874311143260160,false,1,2014-07-17 20:48:31.858000040,2014,7,17,2014-07,twitter15,biden malaysia airlines #mh17 was shot down not an accident blown out of the sky url
489887806018183168,false,1,2014-07-17 21:42:09.286999941,2014,7,17,2014-07,twitter15,malaysia airlines executive releases partial list of passengers nationalities url url #mh17
489902412900343809,false,1,2014-07-17 22:40:11.838999987,2014,7,17,2014-07,twitter15,update rebel leader in recorded call we just shot down a plane english subtitles url #mh17 url
489968646014246912,false,1,2014-07-18 03:03:23.043999910,2014,7,18,2014-07,twitter15,here s the passenger breakdown by nationality url #mh17 url
489970164469751808,false,1,2014-07-18 03:09:25.072000027,2014,7,18,2014-07,twitter15,current passenger breakdown by nationality via #mh17 url url
489974591985840128,false,1,2014-07-18 03:27:00.674000025,2014,7,18,2014-07,twitter15,ukraine officials say malaysian jet was shot down by a buk missile system url #mh17 url
489975398151618560,false,1,2014-07-18 03:30:12.878999949,2014,7,18,2014-07,twitter15,a memorial for #mh17 victims forms near the netherlands embassy in kiev url roman pilipey epa url
490080544949276672,false,1,2014-07-18 10:28:01.828999996,2014,7,18,2014-07,twitter15,ukraine officials say malaysia plane #mh17 was shot down by a buk missile system url url
