id,content,raw_label,label,label_id,timestamp,year,month,day,year_month,year_season,weight,source_dataset
554343513887105024,a traditional beer that authorities believe was poisoned with crocodile bile has killed 56 people in mozambique: url,false,rumor,1,1421000767.572,2015,1,11,2015-01,2015-01,1.0,twitter15
767715489485205505,nothing to see here. just nuggets forward wilson chandler catching a 350-pound fish: url url,non-rumor,truth,0,1471872610.814,2016,8,22,2016-08,2016-03,1.0,twitter15
553467311261503488,reports of shooting at dammartin en goele on route n2 north east of paris - french media says car chase under way,unverified,rumor,1,1420791864.587,2015,1,9,2015-01,2015-01,1.0,twitter15
553960736964476928,"police chief helric fredou, one of the police officers investigating the case #charliehebdo, commits suicide. url",false,rumor,1,1420909506.442,2015,1,10,2015-01,2015-01,1.0,twitter15
500303431928922113,"reminder: forget the robbery, forget the minor looting. nothing justifies militarized police pointing sniper rifles at journalists #ferguson",unverified,rumor,1,1408116608.017,2014,8,15,2014-08,2014-03,1.0,twitter15
538900739880665088,afghan woman picked up her dead son's gun and helped kill 25 taliban militants to save village url url,unverified,rumor,1,1417318923.336,2014,11,30,2014-11,2014-04,1.0,twitter15
516420964834611201,"from #ferguson to #hongkong. #hongkongdemocracy protests adopt ""hands up, don't shoot"" url",unverified,rumor,1,1411959327.311,2014,9,29,2014-09,2014-03,1.0,twitter15
80080680482123777,seriously? racist mcdonald’s sign is obviously a hoax - url,false,rumor,1,1307927696.711,2011,6,13,2011-06,2011-02,1.0,twitter15
687945926774800385,"several in critical condition - one in a coma - after clinical trial of new drug in france, health minister says url",non-rumor,truth,0,1452854065.017,2016,1,15,2016-01,2016-01,1.0,twitter15
436089462326849536,omfg read this its my personal experience with talking angela url,false,rumor,1,1392806804.626,2014,2,19,2014-02,2014-01,1.0,twitter15
568589712644026368,why did macklemore delete this tweet!? #macklemorejoinedisis url,false,rumor,1,1424397326.037,2015,2,20,2015-02,2015-01,1.0,twitter15
767360696761905153,this is asking you to watch the #vma #weekendbrunch that's starting right now. 🙌 url,non-rumor,truth,0,1471788021.637,2016,8,21,2016-08,2016-03,1.0,twitter15
407231591191035904,"paul walker died too fast, i'm furious.. :/",true,truth,0,1385926551.994,2013,12,1,2013-12,2013-04,1.0,twitter15
505369323922522113,tupac was hiding for 18 years 😳 url,false,rumor,1,1409324410.788,2014,8,29,2014-08,2014-03,1.0,twitter15
576513463738109954,putin reappears on tv amid claims he is unwell and under threat of coup url url,unverified,rumor,1,1426286495.514,2015,3,13,2015-03,2015-01,1.0,twitter15
689214940679409664,#eagles co-founder glenn frey has died aged 67,non-rumor,truth,0,1453156621.509,2016,1,18,2016-01,2016-01,1.0,twitter15
522782267215982592,a passenger at dulles international airport has been spotted wearing a homemade hazmat suit (via ) #ebola url,unverified,rumor,1,1413475979.986,2014,10,16,2014-10,2014-04,1.0,twitter15
387233034350514176,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown",false,rumor,1,1381158524.488,2013,10,7,2013-10,2013-04,1.0,twitter15
693554344298467328,how to raise a creative child step one: back off url url,non-rumor,truth,0,1454191215.954,2016,1,30,2016-01,2016-01,1.0,twitter15
706665777332621314,".: in 2016, ""we will end institutional racism and reform a broken criminal justice system.” #demdebate",unverified,rumor,1,1457317225.188,2016,3,7,2016-03,2016-01,1.0,twitter15
531530591427391488,iraqi officials say isis leader wounded in airstrike url,unverified,rumor,1,1415561743.014,2014,11,9,2014-11,2014-04,1.0,twitter15
532199717594497024,no baes allowed: a chick-fil-a manager bans 22 hip words url url,false,rumor,1,1415721275.124,2014,11,11,2014-11,2014-04,1.0,twitter15
503498696273965056,"“key [foley beheading] suspect is abdel majed bary, 23, who left his $1m west london home last year….” url",unverified,rumor,1,1408878418.402,2014,8,24,2014-08,2014-03,1.0,twitter15
553184482241814530,"i am still confused as to why these ""highly trained"" individuals left their id in the getaway car. #charliehebdo",unverified,rumor,1,1420724432.894,2015,1,8,2015-01,2015-01,1.0,twitter15
692838349036326912,"when you spend the whole day thinking it's friday, but it's not... url",non-rumor,truth,0,1454020509.381,2016,1,28,2016-01,2016-01,1.0,twitter15
580320684305416192,"accident aircraft looks to be germanwings (airline code 4u or gwi) flight 9525, barcelona to dusseldorf. #4u9525 url",unverified,rumor,1,1427194207.632,2015,3,24,2015-03,2015-01,1.0,twitter15
514057033419849728,"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: url url",true,truth,0,1411395722.142,2014,9,22,2014-09,2014-03,1.0,twitter15
693696168908423168,"ex-president of el salvador, francisco flores, dies at 56, government says. url url",non-rumor,truth,0,1454225029.576,2016,1,31,2016-01,2016-01,1.0,twitter15
550284252672450560,"transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something"" url",unverified,rumor,1,1420032964.281,2014,12,31,2014-12,2014-04,1.0,twitter15
407167258452971520,paul walker mourned by vin diesel and more 'fast & furious' co-stars url #rippaulwalker url,true,truth,0,1385911213.874,2013,12,1,2013-12,2013-04,1.0,twitter15
509464457836511232,"apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o",true,truth,0,1410300766.797,2014,9,9,2014-09,2014-03,1.0,twitter15
499612545909415938,"nearly 7k blacks were murdered last yr--almost all by other blacks. a tiny % were unarmed-killed-by-cop. where's al, jesse? #tcot #ferguson",unverified,rumor,1,1407951887.954,2014,8,13,2014-08,2014-03,1.0,twitter15
692892472729415680,the las vegas raiders? url url,non-rumor,truth,0,1454033413.475,2016,1,29,2016-01,2016-01,1.0,twitter15
527131140721623040,poster girl for kobane resistance reportedly beheaded. sickening. url #rehana #kobane url,unverified,rumor,1,1414512832.228,2014,10,28,2014-10,2014-04,1.0,twitter15
726043971911213057,"target boycott crosses 1 million signers, stock sinks by $1.5 billion url",unverified,rumor,1,1461937346.805,2016,4,29,2016-04,2016-02,1.0,twitter15
730939370765754368,ca grand dragon endorses hillary clinton on behalf of the kkk. #trump2016 url url,unverified,rumor,1,1463104500.844,2016,5,13,2016-05,2016-02,1.0,twitter15
693806234026188801,teenage girl 'made up' migrant rape claim that caused uproar in germany url,non-rumor,truth,0,1454251271.145,2016,1,31,2016-01,2016-01,1.0,twitter15
692082337333534720,.'s reforms to solitary confinement will expand treatment for the mentally ill: url url,non-rumor,truth,0,1453840262.145,2016,1,26,2016-01,2016-01,1.0,twitter15
551117430345711616,news saudi arabia's national airline planning to introduce gender segregation on flights url url,false,rumor,1,1420231609.318,2015,1,2,2015-01,2015-01,1.0,twitter15
407161635439013888,"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",true,truth,0,1385909873.243,2013,12,1,2013-12,2013-04,1.0,twitter15
561280944045576192,islamic tribunal in texas operating under sharia law♨️wtf is this😡 #tcot url url,false,rumor,1,1422654779.813,2015,1,30,2015-01,2015-01,1.0,twitter15
723365789378584578,"landmarks around world turn purple, in honor of #prince. #princerip #purplerain url",unverified,rumor,1,1461298818.331,2016,4,22,2016-04,2016-02,1.0,twitter15
532106726539939841,vladimir putin’s motorcade as seen from the air. url url,false,rumor,1,1415699104.329,2014,11,11,2014-11,2014-04,1.0,twitter15
689719109785907200,death toll from #bachakhanuniattack rises to at least 19; army official says firing has stopped as campus searched url,non-rumor,truth,0,1453276824.791,2016,1,20,2016-01,2016-01,1.0,twitter15
561952533942661120,islamic tribunal in texas operating under sharia law♨️wtf is this😡 #tcot url url,false,rumor,1,1422814899.322,2015,2,1,2015-02,2015-01,1.0,twitter15
550038665653542913,the president of argentina adopted a jewish teenager to stop him from becoming a werewolf url url,false,rumor,1,1419974411.773,2014,12,30,2014-12,2014-04,1.0,twitter15
519348106836860929,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. url $hp url",true,truth,0,1412657212.348,2014,10,7,2014-10,2014-04,1.0,twitter15
387007120689737729,"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.",false,rumor,1,1381104662.474,2013,10,7,2013-10,2013-04,1.0,twitter15
525327108520673281,video: hero sergeant-at-arms kevin vickers returns to parliament - and an incredible welcome url url,unverified,rumor,1,1414082717.434,2014,10,23,2014-10,2014-04,1.0,twitter15
450341615979069440,""": what...successful clone of dinosaurs url "" holy shit, is that real?",false,rumor,1,1396204782.849,2014,3,30,2014-03,2014-01,1.0,twitter15
387281927427727360,never thought i’d see the day when obama would play politics with kids. url #pjnet url,false,rumor,1,1381170181.506,2013,10,7,2013-10,2013-04,1.0,twitter15
553503184174710784,#charliehebdo shooting suspects tell police they 'prepared to die as martyrs' - french media url url,unverified,rumor,1,1420800417.356,2015,1,9,2015-01,2015-01,1.0,twitter15
524312881823637504,google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋,true,truth,0,1413840906.946,2014,10,20,2014-10,2014-04,1.0,twitter15
510906049549705216,breaking news: isis beheads a british hostage david haines in message to america's partners. url,true,truth,0,1410644469.045,2014,9,13,2014-09,2014-03,1.0,twitter15
550131732805328896,"transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society"" url #leelahalcorn",unverified,rumor,1,1419996600.711,2014,12,31,2014-12,2014-04,1.0,twitter15
693122199536934912,"forty percent of germans want angela merkel to resign over her refugee policy, poll shows: url url",non-rumor,truth,0,1454088184.614,2016,1,29,2016-01,2016-01,1.0,twitter15
524185876931162112,puppy-sized spider surprises scientist in rainforest | url url,true,truth,0,1413810626.62,2014,10,20,2014-10,2014-04,1.0,twitter15
532284428542681088,"no, vladimir putin did not travel in a phallic motorcade formation url url",false,rumor,1,1415741471.788,2014,11,11,2014-11,2014-04,1.0,twitter15
545271117355958272,a texas plumbing company's truck somehow ended up in syria's civil war url url,true,truth,0,1418837739.682,2014,12,17,2014-12,2014-04,1.0,twitter15
516545908813475841,"#hongkong’s protesters are using the “hands up, don’t shoot” gesture from #ferguson url url",unverified,rumor,1,1411989116.277,2014,9,29,2014-09,2014-03,1.0,twitter15
407254590363426816,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report url",true,truth,0,1385932035.424,2013,12,1,2013-12,2013-04,1.0,twitter15
524941504796962816,"breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial url url",true,truth,0,1413990782.342,2014,10,22,2014-10,2014-04,1.0,twitter15
549927969032916993,"a transgender 17-year old left a suicide note on tumblr pleading: ""fix society"" url url",unverified,rumor,1,1419948019.642,2014,12,30,2014-12,2014-04,1.0,twitter15
692046121250586624,wind and solar could power most of the u.s. by 2030 without raising electricity prices url url,non-rumor,truth,0,1453831627.558,2016,1,26,2016-01,2016-01,1.0,twitter15
689650617464311813,leonardo dicaprio is giving away $15 million to environmental causes: url url,non-rumor,truth,0,1453260494.949,2016,1,20,2016-01,2016-01,1.0,twitter15
435998882250899456,"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""",false,rumor,1,1392785208.653,2014,2,19,2014-02,2014-01,1.0,twitter15
544523550519218176,meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor url,unverified,rumor,1,1418659505.859,2014,12,15,2014-12,2014-04,1.0,twitter15
714531423273746432,an open letter to from his top strategist-turned-defector: url url,unverified,rumor,1,1459192541.317,2016,3,28,2016-03,2016-01,1.0,twitter15
693595814401327104,make way for leonardo dicaprio. #sagawards ❤ url,non-rumor,truth,0,1454201103.197,2016,1,31,2016-01,2016-01,1.0,twitter15
514451906211893248,oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: url #odd,true,truth,0,1411489867.152,2014,9,23,2014-09,2014-03,1.0,twitter15
515519742355185664,vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating,true,truth,0,1411744459.128,2014,9,26,2014-09,2014-03,1.0,twitter15
767710245779103744,"in a historic first, the international criminal court has classified destroying cultural artifacts as a war crime. url",non-rumor,truth,0,1471871360.617,2016,8,22,2016-08,2016-03,1.0,twitter15
519929168864497664,“: someone spray painted a penis on a $2.4 million bugatti veyron: url url ” legendary,false,rumor,1,1412795748.331,2014,10,8,2014-10,2014-04,1.0,twitter15
651809229842608128,avoid 5p bag charge using these from enter here to #win a set with url url,unverified,rumor,1,1444238405.081,2015,10,7,2015-10,2015-04,1.0,twitter15
500377145349521411,to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson,unverified,rumor,1,1408134182.666,2014,8,15,2014-08,2014-03,1.0,twitter15
675434959939756032,'do you know me? do you know my heart?' muslims in new york share their experiences url url,non-rumor,truth,0,1449871218.081,2015,12,11,2015-12,2015-04,1.0,twitter15
489833932813516800,this is the surface-to-air missile ukraine says shot down malaysia airlines plane url url,false,rumor,1,1405620484.914,2014,7,17,2014-07,2014-03,1.0,twitter15
548672230134382592,bobby shmurda stabbed to death in jail by cell mate url url,false,rumor,1,1419648628.158,2014,12,27,2014-12,2014-04,1.0,twitter15
665317131597291520,"breaking: police operation at bataclan concert venue over, two attackers killed: bfm tv url",non-rumor,truth,0,1447458939.824,2015,11,13,2015-11,2015-04,1.0,twitter15
693711272014155776,zika fever: a newly emerging disease is threatening the americas url url,non-rumor,truth,0,1454228630.437,2016,1,31,2016-01,2016-01,1.0,twitter15
500327120770301952,how many white celebrities have been caught shoplifting and end up dead in streets? i'll wait. #ferguson,unverified,rumor,1,1408122255.877,2014,8,15,2014-08,2014-03,1.0,twitter15
693821069879160832,"from : baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims: url",non-rumor,truth,0,1454254808.288,2016,1,31,2016-01,2016-01,1.0,twitter15
532281981795848192,manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola url url,false,rumor,1,1415740888.438,2014,11,11,2014-11,2014-04,1.0,twitter15
767528171520524288,japanese prime minister shinzo abe at #rio2016 closing ceremony is all our super mario dreams. url,non-rumor,truth,0,1471827950.731,2016,8,22,2016-08,2016-03,1.0,twitter15
496698590153416704,"""justin bieber ringtone saves russian fisherman from potentially fatal bear attack.""",false,rumor,1,1407257146.763,2014,8,5,2014-08,2014-03,1.0,twitter15
690137637810761728,"uk home secretary theresa may says litvinenko's murder was ""blatant and unacceptable"" breach of international law url",non-rumor,truth,0,1453376609.648,2016,1,21,2016-01,2016-01,1.0,twitter15
546028163134808064,interested in growing your follower base on twitter? set up a followers campaign today. url url,unverified,rumor,1,1419018233.461,2014,12,19,2014-12,2014-04,1.0,twitter15
522815405451407360,"a passenger at an african airport? no, the man in a homemade hazmat suit is flying out of dulles, washington: #ebola url",unverified,rumor,1,1413483880.757,2014,10,16,2014-10,2014-04,1.0,twitter15
531531382611513344,breaking news: iraqi state tv confirms isis group leader al-baghdadi wounded in airstrike - url url,unverified,rumor,1,1415561931.647,2014,11,9,2014-11,2014-04,1.0,twitter15
376874273601630208,"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.",false,rumor,1,1378688803.469,2013,9,9,2013-09,2013-03,1.0,twitter15
500319675797209088,"if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson",unverified,rumor,1,1408120480.857,2014,8,15,2014-08,2014-03,1.0,twitter15
517487705978966016,"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile url",true,truth,0,1412213658.219,2014,10,2,2014-10,2014-04,1.0,twitter15
521770744855134208,"#isis barbarians are using chemical weapons , against kurds in #kobane #airdrop2kobane #كوباني #un url",unverified,rumor,1,1413234814.262,2014,10,13,2014-10,2014-04,1.0,twitter15
553575232867672064,more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach: url,unverified,rumor,1,1420817595.103,2015,1,9,2015-01,2015-01,1.0,twitter15
501881262240694272,"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot url",true,truth,0,1408492792.078,2014,8,19,2014-08,2014-03,1.0,twitter15
525039784503541760,"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews url",true,truth,0,1414014214.05,2014,10,22,2014-10,2014-04,1.0,twitter15
759653274605740032,poll: five percent of americans would vote harambe the dead ape for president url url,non-rumor,truth,0,1469950428.998,2016,7,31,2016-07,2016-03,1.0,twitter15
553169307824177152,banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: url url,false,rumor,1,1420720815.031,2015,1,8,2015-01,2015-01,1.0,twitter15
572002458647412736,now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! url,false,rumor,1,1425210988.09,2015,3,1,2015-03,2015-01,1.0,twitter15
530017051025604609,"breaking: huge explosion of an #oil pipeline belonging to near sudair, #saudiarabia. url",false,rumor,1,1415200886.862,2014,11,5,2014-11,2014-04,1.0,twitter15
693102023764492288,"uk mother tareena shakil, who took son to syria, guilty of joining so-called islamic state and encouraging terror url",non-rumor,truth,0,1454083374.335,2016,1,29,2016-01,2016-01,1.0,twitter15
692707593991643136,breaking news: u.s. detects activity in north korea suggesting plans toward space launch,non-rumor,truth,0,1453989334.949,2016,1,28,2016-01,2016-01,1.0,twitter15
693934062445187072,"bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds. url",non-rumor,truth,0,1454281747.815,2016,1,31,2016-01,2016-01,1.0,twitter15
571052823665704960,do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot url,false,rumor,1,1424984577.467,2015,2,26,2015-02,2015-01,1.0,twitter15
543436472842334209,obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet url,unverified,rumor,1,1418400326.344,2014,12,12,2014-12,2014-04,1.0,twitter15
689529955294777344,colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict url,non-rumor,truth,0,1453231726.846,2016,1,19,2016-01,2016-01,1.0,twitter15
691299810553384960,fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks url,non-rumor,truth,0,1453653693.222,2016,1,24,2016-01,2016-01,1.0,twitter15
528237933661544448,"fanged deer pops up in afghanistan, 60 years after its last appearance url url",true,truth,0,1414776712.228,2014,10,31,2014-10,2014-04,1.0,twitter15
674713782778654721,#ceres captured by dawn spacecraft. check out those bright spots! video: url url,non-rumor,truth,0,1449699276.047,2015,12,9,2015-12,2015-04,1.0,twitter15
500377906305327104,"#ferguson pd charged #henrydavis w/ ""destruction of property"" for bleeding on their uniforms: url url",unverified,rumor,1,1408134364.092,2014,8,15,2014-08,2014-03,1.0,twitter15
650952376954650629,pathetic little twat can’t wait to argue over 5p bag charge url url,unverified,rumor,1,1444034115.433,2015,10,5,2015-10,2015-04,1.0,twitter15
407213757048160256,r.i.p paul walker.... he died doing what he loved... and that's going fast. url,true,truth,0,1385922300.003,2013,12,1,2013-12,2013-04,1.0,twitter15
428366153149194240,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.,false,rumor,1,1390965424.226,2014,1,29,2014-01,2014-01,1.0,twitter15
570405783306944514,"jamie dornan leaving fifty shades of grey?! yeah, not so much: url",false,rumor,1,1424830311.024,2015,2,25,2015-02,2015-01,1.0,twitter15
522453569702989824,passenger wears personal protective equipment (ppe) for flight at dulles #ebola url url,unverified,rumor,1,1413397612.392,2014,10,15,2014-10,2014-04,1.0,twitter15
580325090367315968,"flight #4u9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. url",unverified,rumor,1,1427195258.119,2015,3,24,2015-03,2015-01,1.0,twitter15
689799953330368513,"gop strategist says trump supporters are ""childless single men who masturbate to anime"" url url",non-rumor,truth,0,1453296099.394,2016,1,20,2016-01,2016-01,1.0,twitter15
524930671220105216,developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: url url,true,truth,0,1413988199.416,2014,10,22,2014-10,2014-04,1.0,twitter15
407197672702214144,"prayers to our friend, tyrese. his emotional message about paul walker got us choked up... url",true,truth,0,1385918465.196,2013,12,1,2013-12,2013-04,1.0,twitter15
693490132440129536,"baseball players had ""fight club"" at texas high school, investigation finds: url url",non-rumor,truth,0,1454175906.654,2016,1,30,2016-01,2016-01,1.0,twitter15
366025766183514112,japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day url,false,rumor,1,1376102317.745,2013,8,10,2013-08,2013-03,1.0,twitter15
767300637012951040,"iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher url",non-rumor,truth,0,1471773702.277,2016,8,21,2016-08,2016-03,1.0,twitter15
686527768327274497,"rip david bowie. can we also rip the ""battle with cancer"" cliche? implies you've ""lost"" the battle, as if you didn't fight hard enough.",non-rumor,truth,0,1452515949.695,2016,1,11,2016-01,2016-01,1.0,twitter15
764158239089029120,young people have the power and potential to change the world. happy #youthday! url url,non-rumor,truth,0,1471024496.229,2016,8,12,2016-08,2016-03,1.0,twitter15
514098803347951616,breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc,true,truth,0,1411405680.869,2014,9,22,2014-09,2014-03,1.0,twitter15
522684367647559681,isis militants are beheading their own fighters url url,unverified,rumor,1,1413452638.91,2014,10,16,2014-10,2014-04,1.0,twitter15
765631087867367426,good news: 185 businesses answered 's call to give americans with a criminal record a fair chance at a future. url,non-rumor,truth,0,1471375650.742,2016,8,16,2016-08,2016-03,1.0,twitter15
489974591985840128,ukraine officials say malaysian jet was shot down by a buk missile system url #mh17 url,false,rumor,1,1405654020.674,2014,7,18,2014-07,2014-03,1.0,twitter15
536105045545472000,"a letter from in the 1970s, boxed in with the toys via #gender #equality url",true,truth,0,1416652377.865,2014,11,22,2014-11,2014-04,1.0,twitter15
509152237503778816,calm yourselves- durex has not come out with a pumpkin spice condom url url,false,rumor,1,1410226327.669,2014,9,9,2014-09,2014-03,1.0,twitter15
407182466613792768,"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows url url",true,truth,0,1385914839.782,2013,12,1,2013-12,2013-04,1.0,twitter15
687632433483759616,#oscarnoms: nominations for best picture url url,non-rumor,truth,0,1452779322.392,2016,1,14,2016-01,2016-01,1.0,twitter15
407181813174788096,paul walker's co-stars take to twitter to share their condolences following his death url #rippaulwalker #teampw,true,truth,0,1385914683.99,2013,12,1,2013-12,2013-04,1.0,twitter15
536962520477470720,that powerful letter from lego to parents from the 1970s? it's real url url,true,truth,0,1416856815.82,2014,11,24,2014-11,2014-04,1.0,twitter15
554655549896159233,just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved. url,false,rumor,1,1421075162.754,2015,1,12,2015-01,2015-01,1.0,twitter15
436157173161144321,"""talking angela gets ur personal info"" ""he's a kidnapper"" ""he watches u through ur camera"" url",false,rumor,1,1392822948.147,2014,2,19,2014-02,2014-01,1.0,twitter15
550175324634619904,😔😔😔 “: a transgender 17-year-old left a suicide note on tumblr pleading “fix society” url ”,unverified,rumor,1,1420006993.813,2014,12,31,2014-12,2014-04,1.0,twitter15
551120768164462592,"donna douglas, star of the beverly hillbillies, has passed away at 81 url url",true,truth,0,1420232405.116,2015,1,2,2015-01,2015-01,1.0,twitter15
524965786059026432,"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - url",true,truth,0,1413996571.446,2014,10,22,2014-10,2014-04,1.0,twitter15
510908595144519680,david haines 'beheading': isis release video claiming to show execution of british hostage url url,true,truth,0,1410645075.962,2014,9,13,2014-09,2014-03,1.0,twitter15
568580363339091968,macklemore announced today that he has joined isis.,false,rumor,1,1424395096.989,2015,2,20,2015-02,2015-01,1.0,twitter15
763738618573623297,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not... url,unverified,rumor,1,1470924450.902,2016,8,11,2016-08,2016-03,1.0,twitter15
531498841158082562,isis confirms: leader al-baghdadi wounded in u.s. airstrike url url,unverified,rumor,1,1415554173.16,2014,11,9,2014-11,2014-04,1.0,twitter15
757367391202471937,"""laziness is a trait in blacks,"" 1991 book quotes trump as saying: url url",unverified,rumor,1,1469405431.925,2016,7,25,2016-07,2016-03,1.0,twitter15
692357775859564544,neurotic woman turns to neurotic friends for support url url,non-rumor,truth,0,1453905931.807,2016,1,27,2016-01,2016-01,1.0,twitter15
524928119955013632,"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown.",true,truth,0,1413987591.147,2014,10,22,2014-10,2014-04,1.0,twitter15
